,Length,Area,Moment of Inertia,Material,Manufacturer,Latitude,Longitude
0,5.112150788202465,0.00334,2.77e-05,Steel,Norsk Stål Trondheim,63.4384474,10.40994
1,3.007180513928634,0.00334,2.77e-05,Steel,Norsk Stål Trondheim,63.4384474,10.40994
2,7.385601382966523,0.00201,8.69e-06,Steel,Norsk Stål Trondheim,63.4384474,10.40994
3,5.0193260922925536,0.16901349910384467,0.0023804635732771087,Timber,XL-BYGG Lade,63.4423683,10.4438836
4,3.903575843091084,0.2846914252682051,0.006754100635103503,Timber,XL-BYGG Lade,63.4423683,10.4438836
5,4.481408243282026,0.2756226604008363,0.006330654243869561,Timber,XL-BYGG Lade,63.4423683,10.4438836
6,1.1268689197435346,0.00103,1.71e-06,Steel,Norsk Stål Trondheim,63.4384474,10.40994
7,8.383241559264158,0.00538,8.36e-05,Steel,Norsk Stål Trondheim,63.4384474,10.40994
8,10.793075639183991,0.00334,2.77e-05,Steel,Norsk Stål Trondheim,63.4384474,10.40994
9,4.945099380980515,0.2760344817438434,0.00634958625929935,Timber,XL-BYGG Lade,63.4423683,10.4438836
