,Length,Area,Moment of Inertia,Material,Manufacturer,Latitude,Longitude
0,5.689724651183117,0.00164,5.41e-06,Steel,Norsk Stål Trondheim,63.4384474,10.40994
1,6.024544071158993,0.29722905726254156,0.0073620927067649345,Timber,XL-BYGG Lade,63.4423683,10.4438836
2,4.833980404847317,0.00164,5.41e-06,Steel,Norsk Stål Trondheim,63.4384474,10.40994
3,5.302027436429615,0.19313642112039792,0.003108473096932974,Timber,XL-BYGG Lade,63.4423683,10.4438836
4,2.0576077505746193,0.00334,2.77e-05,Steel,Norsk Stål Trondheim,63.4384474,10.40994
5,2.134795013201446,0.18857413599563475,0.0029633503972083457,Timber,XL-BYGG Lade,63.4423683,10.4438836
6,2.7295055292769135,0.21976046023297097,0.004024554990150601,Timber,XL-BYGG Lade,63.4423683,10.4438836
7,10.534921066868211,0.24322491374554317,0.004929863222210577,Timber,XL-BYGG Lade,63.4423683,10.4438836
8,5.974940169245806,0.26120121378416045,0.005685506173526558,Timber,XL-BYGG Lade,63.4423683,10.4438836
9,5.715595623116208,0.2901341507142074,0.007014818784221201,Timber,XL-BYGG Lade,63.4423683,10.4438836
